grid_id,cell_x,cell_y,cell_x_max,cell_y_max,cell_center_x,cell_center_y,incident_count,avg_severity,latest_date,bin_x,bin_y
-122.392252_47.748579,-122.39225247299999,47.74857934999994,-122.38225247299998,47.75857934999994,-122.38725247299999,47.753579349999946,0,0,,4,30
-122.392252_47.758579,-122.39225247299999,47.75857934999994,-122.38225247299998,47.76857934999994,-122.38725247299999,47.763579349999944,0,0,,4,31
-122.392252_47.768579,-122.39225247299999,47.76857934999994,-122.38225247299998,47.77857934999994,-122.38725247299999,47.77357934999994,0,0,,4,32
-122.382252_47.448579,-122.38225247299998,47.44857935,-122.37225247299997,47.45857935,-122.37725247299998,47.453579350000005,0,0,,5,0
-122.382252_47.458579,-122.38225247299998,47.45857935,-122.37225247299997,47.46857935,-122.37725247299998,47.46357935,0,0,,5,1
-122.382252_47.468579,-122.38225247299998,47.46857935,-122.37225247299997,47.47857935,-122.37725247299998,47.47357935,0,0,,5,2
-122.382252_47.478579,-122.38225247299998,47.47857935,-122.37225247299997,47.488579349999995,-122.37725247299998,47.48357935,0,0,,5,3
-122.382252_47.488579,-122.38225247299998,47.488579349999995,-122.37225247299997,47.49857934999999,-122.37725247299998,47.49357935,0,0,,5,4
-122.382252_47.498579,-122.38225247299998,47.49857934999999,-122.37225247299997,47.50857934999999,-122.37725247299998,47.503579349999995,0,0,,5,5
-122.382252_47.508579,-122.38225247299998,47.50857934999999,-122.37225247299997,47.51857934999999,-122.37725247299998,47.51357934999999,0,0,,5,6
-122.382252_47.518579,-122.38225247299998,47.51857934999999,-122.37225247299997,47.52857934999999,-122.37725247299998,47.52357934999999,0,0,,5,7
-122.382252_47.528579,-122.38225247299998,47.52857934999999,-122.37225247299997,47.538579349999985,-122.37725247299998,47.53357934999999,0,0,,5,8
-122.382252_47.538579,-122.38225247299998,47.538579349999985,-122.37225247299997,47.54857934999998,-122.37725247299998,47.54357934999999,0,0,,5,9
-122.382252_47.548579,-122.38225247299998,47.54857934999998,-122.37225247299997,47.55857934999998,-122.37725247299998,47.553579349999985,0,0,,5,10
-122.382252_47.558579,-122.38225247299998,47.55857934999998,-122.37225247299997,47.56857934999998,-122.37725247299998,47.56357934999998,0,0,,5,11
-122.382252_47.568579,-122.38225247299998,47.56857934999998,-122.37225247299997,47.57857934999998,-122.37725247299998,47.57357934999998,0,0,,5,12
-122.382252_47.578579,-122.38225247299998,47.57857934999998,-122.37225247299997,47.588579349999975,-122.37725247299998,47.58357934999998,0,0,,5,13
-122.382252_47.588579,-122.38225247299998,47.588579349999975,-122.37225247299997,47.59857934999997,-122.37725247299998,47.59357934999998,0,0,,5,14
-122.382252_47.598579,-122.38225247299998,47.59857934999997,-122.37225247299997,47.60857934999997,-122.37725247299998,47.603579349999976,0,0,,5,15
